file,#,description,eif,value,income-type,income-amount
"White House/Cairncross, Sean",68,PROCTER & GAMBLE CO (PG),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",69,ROYAL DUTCH SHEL PLC SPONS ADR B (RDSB),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",70,SALESFORCE COM INC (CRM),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",71,SPECTRA ENERGY CORP (SE),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",72,STARBUCKS CORP (SBUX),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",73,THERMO FISHER SCIENTIFIC INC (TMO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",74,THOMSON REUTERS CORP (TRI),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",75,TJX COS INC NEW (TJX),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",76,TORONTO DOMINION BANK (TD),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",77,VENTAS INC REIT (VTR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",78,VERIZON COMMUNICATNS COM (VZ),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cairncross, Sean",79,ZIMMER BIOMET HOLDI (ZBH),N/A,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Cairncross, Sean",80,ZOETIS INC (ZTS),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Carroll, James W ",1,"Irish Walk  (Retail Store, Alexandria, VA)",N/A,,salary,
"White House/Clark, Justin",1,"Town of Newington, Connecticut",N/A,,salary,
"White House/Cohen-Watnick, Ezra",1,Ketchum Inc. (public relations),N/A,"$50,001 - $100,000","salary, bonus","$52,000"
"White House/Cohn, Gary",1,LAPEV LTD. Art Studio,N/A,"Over $1,000,000",,None (or less than $201)
"White House/Cohn, Gary",2,SPDR S&P 500 ETF TRUST (SPY),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Conway, Kellyanne",1,"Wachtell, Lipton, Rosen & Katz, 401(k)",No,"Over $1,000,000",Investment Income,"$18,429"
"White House/Conway, Kellyanne",1.1,Fidelity Limited Term Government Fund,,,,
"White House/Conway, Kellyanne",2,"Wachtell, Lipton, Rosen & Katz, 2016 (law firm)",,,Partnership Share,
"White House/Conway, Kellyanne",3,"Wachtell, Lipton, Rosen & Katz, Capital Account",,"Over $1,000,000",,
"White House/Conway, Kellyanne",4,"Wachtell, Lipton, Rosen & Katz, 2017 (law firm)",,,Partnership Share,
"White House/Dearborn, Rick",1,"Tucker Consulting, LLC. (Consulting Firm)",No,"$500,001 - $1,000,000","salary, LLC distribution","$468,500"
"White House/Dearborn, Rick",2,SEP IRA,No,,,
"White House/Dearborn, Rick",2.1,Vaneck Vectors Gold Miners ETF (GDX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",2.2,Cash,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",2.3,Doubleline Total Return I (DBLTX),Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Dearborn, Rick",2.4,Dreyfus/Standish Global Fixed Income I,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Dearborn, Rick",2.5,Guggenheim Total Return BD I (GIBIX),Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Dearborn, Rick",2.6,Hartford Schroeders US SMMD CP OPP I (SMDIX),Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Dearborn, Rick",2.7,Invesco Diversified Dividend Y (LCEYX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Dearborn, Rick",2.8,John Hancock Bond I (JHBIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Dearborn, Rick",2.9,Metropolitan West Total Return Bond (MWTIX),Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Dearborn, Rick",2.10,MFS International Diversification I (MDIJX),Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Dearborn, Rick",2.11,Oppenheimer International Diversified Y (OIDYX),Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Dearborn, Rick",2.12,Oppenheimer Senior Floating Rate Y (OOSYX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Dearborn, Rick",2.13,Pioneer Fundamental Growth (FUNYX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Dearborn, Rick",2.14,Prudential High-Yield Z (PHYZX),Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Dearborn, Rick",2.15,Virtus Multi Select Short Term Bond (PIMSX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Dearborn, Rick",3,Roth IRA,No,"$15,001 - $50,000",,None (or less than $201)
"White House/Dearborn, Rick",3.1,Cash,N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Dearborn, Rick",3.2,Dreyfus/Standish Global Fixed Income I (SDGIX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",3.3,Hartford Schroeder US SMMD CP OPP I (SMDIX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",3.4,Invesco Diversified Dividend Y (LCEYX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",3.5,John Hancock Bond I (JHBIX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",3.6,MFS International Diversification (MDIJX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",3.7,Oppenheimer International Diversified Y (OIDYX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",3.8,Oppenheimer Senior Floating Rate Y (OOSYX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",3.9,Pioneer Fundamental Growth Y (FUNYX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",3.10,Virtus Multi Select Short Term Bond (PIMSX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Delrahim, Makan",1,"Jewish Federation Council of Los Angeles, Defined Benefit Plan",N/A,,,None (or less than $201)
"White House/Dhillon, Uttam",1,Burlington Coat Factory,N/A,,"salary, bonus",
"White House/Dhillon, Uttam",2,"J.C. Penney Corporation, Inc.",N/A,,salary,
"White House/Dhillon, Uttam",3,"J.C. Penney Mirror Savings Plan, Deferred Compensation Plan",N/A,"$250,001 - $500,000",Cash Payment,
"White House/Dhillon, Uttam",4,"American Airlines Group, Inc. (AAL)",N/A,"$100,001 - $250,000",Capital Gains,"$1,001 - $2,500"
"White House/Dhillon, Uttam",5,"Burlington Stores, Inc. (BURL) exercisable options",N/A,"$100,001 - $250,000",,None (or less than $201)
"White House/Dhillon, Uttam",6,"Burlington Stores, Inc (BURL) unvested options",N/A,"$500,001 - $1,000,000",,None (or less than $201)
"White House/Dhillon, Uttam",7,"Burlington Stores, Inc. (BURL) unvested restricted stock",N/A,"$250,001 - $500,000",,None (or less than $201)
"White House/Dhillon, Uttam",8,Fidelity Government Cash Reserves,N/A,"$250,001 - $500,000",,None (or less than $201)
"White House/Dhillon, Uttam",9,Fidelity Spartan Total Market Index Fund -- Fidelity Advantage Class,Yes,"$250,001 - $500,000",,"$5,001 - $15,000"
"White House/Dhillon, Uttam",10,"J.C. Penney Stock Option Grants, Granted 03/16/2009; Expires 03/15/2019; Grant Price $16.09. 2. Granted 03/16/2010; Expires 03/15/2020; Grant Price $30.72. 3. Granted 03/15/2011; Expires 03/14/2021; Grant Price $36.58. 4. Granted 04/03/2013; Expires 04/02/2023; Grant Price $14.43. (Options are underwater)",N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Dhillon, Uttam",11,401(k) Plan -- T. Rowe Price Capital Appreciation,Yes,"$1,001 - $15,000",,None (or less than $201)
White House/Diaz-Rosillo Carlos,1,Harvard University,N/A,,Salary,
"White House/Donaldson, Ann",1,State of Alabama,N/A,,salary,
"White House/Donaldson, Ann",2,"Retirement Systems of Alabama, defined benefit plan",N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Eisenberg, John",1,Arnold & Porter LLP,N/A,,"salary, bonus",
"White House/Eisenberg, John",2,Vanguard Growth Idx Intl,Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"White House/Eisenberg, John",3,Vanguard Value Index Inst,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Eisenberg, John",4,JPMorgan SmartRetirement 2035,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Eisenberg, John",5,Dodge & Cox Income Fund,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Eisenberg, John",6,Vanguard Federal Money Market,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Eisenberg, John",7,American Fds EuroPacific Gr R6,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Eisenberg, John",8,Vanguard Short Term Bond Inst,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Eisenberg, John",9,T. Rowe Price Equity Income,Yes,"None (or less than $1,001)",,"$201 - $1,000"
"White House/Eisenberg, John",10,T. Rowe Price Mid-Cap Growth,Yes,"None (or less than $1,001)",,"$15,001 - $50,000"
"White House/Eisenberg, John",11,T. Rowe Price Mid Cap Growth I,Yes,"$500,001 - $1,000,000",,None (or less than $201)
"White House/Eisenberg, John",12,Fidelity Contrafund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Eisenberg, John",13,Vanguard Small Cap Index Inst,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Eisenberg, John",14,Vanguard Institutional Index,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"White House/Eisenberg, John",15,MML U.S. Government Money Market,Yes,"$15,001 - $50,000",,
"White House/Eisenberg, John",16,MML Blue Chip Growth,Yes,"$15,001 - $50,000",,
"White House/Eisenberg, John",17,MML Small Cap Equity,Yes,"$15,001 - $50,000",,
"White House/Eisenberg, John",18,Oppemheimer Global,Yes,"$15,001 - $50,000",,
"White House/Eisenberg, John",19,Principal Capital Appreciation Fund Class A,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Ellis, Michael",1,Alexandria-Springfield Emergency Physicians (Physician-owned community Emergency Medicine practice),N/A,,salary,
"White House/Epshteyn, Boris",1,Google,N/A,"None (or less than $1,001)","Salary, Bonus",
"White House/Epshteyn, Boris",2,Google Stock,N/A,"$50,001 - $100,000",,None (or less than $201)
"White House/Ferre, Helen",1,"Flotech Environmental, LLC, Miami, FL (Pipeline infrastructure, waste water collection)",N/A,"$1,000,001 - $5,000,000",Salary & LLC Share of Income,
"White House/Flynn, Michael",1,Flynn Intel Group LLC (Consulting),N/A,,Salary,
"White House/Flynn, Michael",2,Flynn Intel Group LLC (Consulting),N/A,,Partnership share,
"White House/Flynn, Michael",3,Roth IRA,Y,"$15,001 - $50,000 ",,
"White House/Flynn, Michael",4,401(k),Y,"$50,001 - $100,000 ",,
"White House/Gigicos, George",1,SEP-IRA,No,"$50,001 - $100,000",,None (or less than $201)
"White House/Gigicos, George",1.1,AXA Large Cap Value,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gigicos, George",1.2,EQ/Black Rock Basic Value Equity,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gigicos, George",1.3,EQ/Equity 500 Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Gigicos, George",1.4,EQ/MidCap Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Goldschmidt, Abe E",1,FRS 2050 Retirement Fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Goldschmidt, Abe E",2,State Attorney's Office (Miami-Dade),N/A,,Salary,
"White House/Gorka, Sebastian",1,Threat Knowledge Group (national security training and analysis),N/A,,"salary, LLC distribution","$56,850"
"White House/Gorka, Sebastian",2,Council on Global Security,N/A,,consulting fees,"$25,500"
"White House/Gorka, Sebastian",3,Claire Booth Luce Policy Institute - 30 July 2016,N/A,"$1,001 - $15,000",Honorarium,"$1,000"
"White House/Gorka, Sebastian",4,"Middle East Broadcasting - 4/13, 6/19, 8/10, 10/24",N/A,"None (or less than $1,001)",Honorarium,"$1,000"
"White House/Gorka, Sebastian",5,Heritage Foundation - 30 Sept 2016,N/A,"None (or less than $1,001)",Honorarium,$250
"White House/Greenblatt, Jason",1,The Rocking Chair LLC (self-employed doctor),N/A,,,
"White House/Gribbin, David",1,Providence Academy (Private Christian School),N/A,,hourly pay,
"White House/Gribbin, David",2,Pier 1 Imports (Retail sales),N/A,,hourly pay,
"White House/Hiler, Jonathan",1,Medstar Georgetown University Hospital (Hospital),N/A,,salary,
"White House/Hiler, Jonathan",2,"Hollister, Inc. (Medical supplies)",N/A,,consulting fees,
"White House/Hiler, Jonathan",3,Fidelity Diversity International (FDIVX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Hiler, Jonathan",4,Fidelity Freedom 2050,Yes,"$50,001 - $100,000",,"$5,001 - $15,000"
"White House/Howard, Benjamin",1,IRA,,,,
"White House/Howard, Benjamin",1.1,Capital One 360 (Cash),N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Hudson, Hope R",1,IRA,No,"$100,001 - $250,000",,None (or less than $201)
"White House/Hudson, Hope R",1.1,PIMCO Total Return Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.2,Templeton Global Bond Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.3,AMG Yacktman Focused Fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Hudson, Hope R",1.4,First Eagle Overseas Fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Hudson, Hope R",1.5,Ivy Asset Strategy Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.6,Permanent Portfolio Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.7,PIMCO All Asset Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.8,Hennessy Focus Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.9,Lord Abbett High Yield Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.10,MFS Int'l Value Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.11,Loomis Sayles Core Plus Bond Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.12,American Funds New World Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.13,T Rowe Price Real Estate Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.14,Prudential Short Term Corp Bond Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Hudson, Hope R",1.15,PIMCO Low Duration Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Hudson, Hope R",1.16,Parnassus Core Equity Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.17,PIMCO Real Return Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.18,DEUTSCHE Enhanced CMDY Strategy,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.19,AMG Managers Skyline Special Equities Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.20,TCW Total Return Bond Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.21,Victory Sycamore Established Value Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hudson, Hope R",1.22,Wasatch Int'l Opportunity Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hunter, Mallory",1,National Republican Congressional Committee (Political Organization),N/A,,Salary and bonus,
"White House/Hunter, Mallory",2,Insperity Horizon Risk-Managed Retirement 2050,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Hunter, Mallory",3,BNY Mellon S&P 500 Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Jarmula, Ryan",1,"Greenbriar Elementary School Teaching Salary - Indianapolis, Indiana",N/A,,Salary,
"White House/Jarmula, Ryan",2,Metropolitan Life Retirement Fund - MetLife Guaranteed Asset Account,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Jarmula, Ryan",3,MSD Washington Township Retirement Healthcare Plan - T Rowe Price Ret 2050R,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Jarmula, Ryan",4,M.S.D. of Washington Township Employer Pension Plan - VALIC Aggressive Growth Lifestyle,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Jarmula, Ryan",5,American Funds - The Investment Company of America A,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Jarmula, Ryan",6,American Funds - The Investment Company of America B,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Jarmula, Ryan",7,American Funds - The Investment Company of America C,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Katsas, Gregory",1,Schwab Rollover IRA [underlying assets listed below],No,"$500,001 - $1,000,000",,"$100,001 - $1,000,000"
"White House/Katsas, Gregory",2,8x8 Inc - Common Stock (sold),No,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Katsas, Gregory",3,Adobe Systems Incorporated - Common Stock (sold),No,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Katsas, Gregory",4,"Amazon.com, Inc. - Common Stock (sold)",No,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Katsas, Gregory",5,Apple Inc. - Common Stock (sold),No,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Katsas, Gregory",6,"Automatic Data Processing, Inc. - Common Stock (sold)",No,"None (or less than $1,001)",Capital Gains Dividends,"$1,001 - $2,500"
"White House/Katsas, Gregory",7,Brinks Co (BCO) (sold),No,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Katsas, Gregory",8,"Brocade Communications Systems, Inc. - Common Stock (sold)",No,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Katsas, Gregory",9,iShares Nasdaq Biotechnology (covered calls),No,"None (or less than $1,001)",Ordinary Income,"$2,210"
"White House/Katsas, Gregory",10,Callon Petroleum Co (sold),No,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Katsas, Gregory",11,"Children's Place, Inc. (The) - Common Stock (sold)",No,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Katsas, Gregory",12,Columbia Sportswear Company - Common Stock (sold),No,"None (or less than $1,001)",Dividends,"$201 - $1,000"
"White House/Katsas, Gregory",13,CULP Inc (CFI) (sold),No,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Katsas, Gregory",14,Duke Energy Corp (sold),No,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Katsas, Gregory",15,"El Pollo Loco Holdings, Inc. - Common Stock (sold)",No,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Katsas, Gregory",16,Francesca's Holdings Corporation - Common Stock (sold),No,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Katsas, Gregory",17,"General Mills, Inc. (sold)",No,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Katsas, Gregory",18,iShares Silver Trust (sold),No,"None (or less than $1,001)",Capital Gains Interest,"$2,501 - $5,000"
"White House/Katsas, Gregory",19,"Lululemon Athletica, Inc. - Common Stock (sold)",No,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Katsas, Gregory",20,"Square, Inc. (sold)",No,"None (or less than $1,001)",Capital Gains Dividends,"$1,001 - $2,500"
"White House/Katsas, Gregory",21,"TrueCar, Inc. - Common Stock (sold)",No,"None (or less than $1,001)",Interest,"$1,001 - $2,500"
"White House/Katsas, Gregory",22,Twilio Inc. (TWLO) (sold),No,"None (or less than $1,001)",Capital Gains Dividends,"$15,001 - $50,000"
"White House/Katsas, Gregory",23,Walt Disney Co (sold),No,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Katsas, Gregory",24,Whiting Petroleum Co (WLL) (sold),No,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Katsas, Gregory",25,BHP Billiton Ltd (BHP),No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/Katsas, Gregory",26,Apple Inc. - Common Stock,No,"$100,001 - $250,000",Dividends,"$2,501 - $5,000"
"White House/Katsas, Gregory",27,Finisar Corporation - Common Stock (sold),No,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Katsas, Gregory",28,Las Vegas Sands (LVS),No,"$15,001 - $50,000",Dividends,None (or less than $201)
"White House/Katsas, Gregory",29,PACCAR Inc. - Common Stock (sold),No,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Katsas, Gregory",30,"Palo Alto Networks, Inc.",No,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Katsas, Gregory",31,Pan American Silver Corp. - Common Stock,No,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Katsas, Gregory",32,SE Spectra Energy (covered call) (sold),No,"None (or less than $1,001)",Ordinary Income Call Premium,$638
"White House/Katsas, Gregory",33,Spectra Energy Corp (sold),No,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Katsas, Gregory",34,iShares Nasdaq Biotechnology Index Fund,No,"$15,001 - $50,000",Capital Gains,"$5,001 - $15,000"
"White House/Katsas, Gregory",35,FRT Federal Realty Invite Reit (sold),No,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Katsas, Gregory",36,"Ubiquiti Networks, Inc. - Common Stock",No,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Katsas, Gregory",37,Callon Petroleum Company (CPE),No,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Katsas, Gregory",38,Seagate Technology. - Common Stock (sold),No,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Katz, Jeremy",1,Northwestern University,N/A,"$1,001 - $15,000","Academic fellowship, scholarship and living stipend for my spouse in her PhD program at Northwestern University's political science department.",
"White House/Katz, Jeremy",2,Horowitz Foundation for Social Policy,N/A,"$1,001 - $15,000",Academic grant received to support my spouse's research in her PhD program at Northwestern University's political science department.,
"White House/Katz, Jeremy",3,The Korea Foundation,N/A,"$1,001 - $15,000",Graduate studies fellowship.,
"White House/Katz, Jeremy",4,Vanguard Rollover IRA - Vanguard 500 Index Fund Admiral Shares,Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"White House/Kelly, Marcia",1,Mag Incorporated,N/A,,salary,
"White House/Kelly, Marcia",2,Fidelity IRA,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",2.1,Fidelity Government Cash Reserves,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",2.2,T. Rowe Price Retirement 2025 Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",3,Mag Incorporated 401 K Plan,No,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Kelly, Marcia",3.1,Velocity Target Date 2015,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",3.2,Velocity Target Date 2025,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Kelly, Marcia",4,Meridian 401 K Plan,No,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Kelly, Marcia",4.1,Stadion Moderate Growth Fund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Kelly, Marcia",5,Wells Fargo IRA,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Kelly, Marcia",5.1,Invesco Global Real Estate Y,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.2,Fundvantage TR Gotham Absolute Return,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.3,Dodge & Cox FDS Intl Stk FD,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.4,Eaton Vance Mutual FDS Trust Global Macro Absolute Return Advantage FD,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.5,Goldman Sachs TR Finl Square Treas Instrs FD Instl CL,Yes,"None (or less than $1,001)",,
"White House/Kelly, Marcia",5.6,Harbor Fund Small Cap Value FD Instl CL,Yes,"None (or less than $1,001)",,"$201 - $1,000"
"White House/Kelly, Marcia",5.7,Harbor FD Cap Appreciation Instl CL,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.8,John Hancock Funds II Absolute Return Currency FD CL,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.9,Meridian FD Inc Small Cap Growth FD Investor CL,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Kelly, Marcia",5.10,JP Morgan TR I US Large Cap Core Plus FD SEL CL,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.11,American Funds Europacific Growth Fund Class f-2,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.12,Oppenheimer Dev Mkts CL Y,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.13,PIMCO FDS PAC INVT Mgmt Ser Emerging Mkts BD FD Instl,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.14,Principal FDS Inc High Yield FD Instl CL,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Kelly, Marcia",5.15,T Rowe Price Equity Income FD SH Ben Int,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Kelly, Marcia",5.16,T Rowe Price Mid-Cap Growth Fund Inc.,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Kelly, Marcia",5.17,Touchstone FDS Group VID Cap Value Fund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Kelly, Marcia",5.18,Virtus Opportunities TR Emerging Mkts Opptys FD,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",1,"Retail Concepts, Inc. (Retail)",N/A,,salary,"$118,800"
"White House/Knight, Shahira E",2,JPMorgan US Equity A,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Knight, Shahira E",3,Nuveen Mid Cap Growth Opp,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Knight, Shahira E",4,Virtus Mid-Cap Value,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Knight, Shahira E",5,Allianz NFJ Small Cap Value,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Knight, Shahira E",6,Thornburg International Value,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Knight, Shahira E",7,Oppenheimer Global,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Knight, Shahira E",8,PIMCO Total Return,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Knight, Shahira E",9,Invesco Real Estate Fund,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"White House/Knight, Shahira E",10,Invesco Stable Asset,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",11,JM Morgan Market Expansion Enhanced Index,Yes,"$1,001 - $15,000",,"$1,001 - $2,500"
