file,#,description,eif,value,income-type,income-amount
"White House/McFarland, Kathleen",14,Ross Yoon Agency Crown Publisher for Book named Turning Point -- Reclaiming an America We Can Believe In,N/A,,Author's advance,"$42,500"
"White House/McFarland, Kathleen",15,"Kepplers Speakers speech at Young America's Foundation - November 12, 2016",N/A,,Honorarium,"$2,500"
"White House/McFarland, Kathleen",16,"Keppler Speakers speech at , Leadership Conference for MRA - The Management Association - December 17, 2015",N/A,,Honorarium,"$8,250"
"White House/McFarland, Kathleen",17,IRA,,,,
"White House/McFarland, Kathleen",17.1,AKAMAI TECHNOLOGIES INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.2,ALPHABET INC CL A,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.3,AMAZON.COM INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.4,APPLE INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.5,CELGENE CORP,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.6,DISNEY WALT CO NEW,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.7,DREYFUS TREAS SECURITIES CASH MGT PT,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.8,EXXONMOBIL CORP,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.9,FACEBOOK INC-A,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.10,GENERAL ELECTRIC CORP,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.11,GILEAD SCIENCES INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.12,GOLDMAN SACHS GROUP INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.13,HONEYWELL INTERNATIONAL INC,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.14,MICROSOFT CORP,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.15,NXP SEMICONDUCTORS,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.16,UNION PAC CORP,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.17,VANGUARD FTSE ALL-WORLD EX-US,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/McFarland, Kathleen",17.18,VANGUARD FTSE EMERGING MARKETS ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.19,VANGUARD IND FD MID-CAP,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.20,VANGUARD REIT ETF,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/McFarland, Kathleen",17.21,VANGUARD SMALL-CAP ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/McFarland, Kathleen",17.22,VISA INC CL A,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/McGahn, Donald F",1,Insperity 401K Plan (via National Republican Congressional Committee),No,"$100,001 - $250,000",Interest,"$1,001 - $2,500"
"White House/McGahn, Donald F",1.1,Insperity Horizon RM 2030,Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"White House/McGahn, Donald F",2,Jones Day (law firm),N/A,,Partner Compensation,"$2,406,772"
"White House/McGahn, Donald F",3,WFA SEP IRA GS,No,"$100,001 - $250,000",Dividends,"$1,001 - $2,500"
"White House/McGahn, Donald F",3.1,GOLDMAN SACHS BALANCED STRATEGY PORT CLASS A GIPAX,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/McGahn, Donald F",3.2,HARTFORD MUT FDS INC MODERATE ALLOCATION FD CLASS A HBAAX,Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"White House/McGahn, Donald F",4,Jones Day Retirement Plan,No,"$100,001 - $250,000",Dividends,"$15,001 - $50,000"
"White House/McGahn, Donald F",4.1,Jones Day 2030 Fund,No,"$100,001 - $250,000",,"$15,001 - $50,000"
"White House/McGahn, Donald F",5,Friedman Entertainment LLC (music booking),N/A,,Compensation,"$4,900"
"White House/McGahn, Donald F",6,Patton Boggs LLP,N/A,"$100,001 - $250,000",,None (or less than $201)
"White House/McGinley, Bill",1,Jones Day (law firm),N/A,,Partner Compensation,"$1,524,828"
"White House/McGinley, Bill",2,Jones Day capital account,N/A,"$50,001 - $100,000",Interest,"$1,001 - $2,500"
"White House/McGinley, Bill",3,The George Washington University Law School,N/A,,Salary,"$2,500"
"White House/McGinley, Bill",4,Fidelity IRA,No,,,
"White House/McGinley, Bill",4.1,American Express Co,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/McGinley, Bill",4.2,Apple Inc.,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/McGinley, Bill",4.3,AT&T Inc,No,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"White House/McGinley, Bill",4.4,Baidu Inc.,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.5,Chipolte Mexican Grill Inc. Class A,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.6,Fastenal Co.,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/McGinley, Bill",4.7,Fidelity Real Estate Income,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/McGinley, Bill",4.8,Freeport McMoRan Copper & Gold,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.9,General Electric Co,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/McGinley, Bill",4.10,Greenbrier Companies Inc,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/McGinley, Bill",4.11,International Business Machines Corp,No,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"White House/McGinley, Bill",4.12,iShares Core High Dividend,Yes,,,"$201 - $1,000"
"White House/McGinley, Bill",4.13,iShares Emerging Markets Dividend,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/McGinley, Bill",4.14,iShares International Select Dividend,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/McGinley, Bill",4.15,iShares JPMorgan USD Emerg Markets Bond,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/McGinley, Bill",4.16,iShares US Preferred Stock,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/McGinley, Bill",4.17,Las Vegas Sands Corp,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/McGinley, Bill",4.18,Lockheed Martin Corp,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.19,Mastercard Inc A,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.20,"NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares",No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.21,Novo Nordisk A/S ADR,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.22,PayPal Holdings Inc,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.23,Polaris Industries Inc.,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/McGinley, Bill",4.24,ProShares Short QQQ,Yes,"$100,001 - $250,000",,None (or less than $201)
"White House/McGinley, Bill",4.25,Starbucks Corp,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.26,The Priceline Group Inc,No,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.27,Union Pacific Corp,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/McGinley, Bill",4.28,iShares Core S&P Total U.S. Stock Market ETF,Yes,"$250,001 - $500,000",,"$2,501 - $5,000"
"White House/McGinley, Bill",4.29,iShares INC Core Msci Emerging Markets ETF,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/McGinley, Bill",4.30,Fidelity Government Money Market,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",1,Venable LLP (law firm),N/A,,Salary/Bonus,"$450,000"
"White House/Meeks, Daris",2,Dodge & Cox Stock,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Meeks, Daris",3,Vanguard Institutional Index,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Meeks, Daris",4,T. Rowe Price Instl Large Cap,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",5,CRM Small Cap Value Instl,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",6,Wells Fargo Emerging Growth Inst,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",7,Vanguard Extended Market Idx Adm,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",8,Vanguard Global Equity Inv,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",9,T. Rowe Price international Discovery,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",10,Vanguard Developed Markets Idx Admiral,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",11,Vanguard Emerging Mkts Stock Idx Adm,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meeks, Daris",12,Vanguard Total Bond Market Index,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Meeks, Daris",13,Vanguard Inflation-Protected Secs,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Miller, Stephen",1,"Insperity PEO Services, L.P.",N/A,"None (or less than $1,001)","Income while employed for Donald J. Trump For President, Inc. and Trump For America, Inc. by Insperity PEO Services, L.P. During the period of employment by Insperity, gross compensation was $124,885.66. (see endnote)","$124,885"
"White House/Morgan, Matthew",1,Barnes & Thornburg LLP (law firm),N/A,,Partnership Share,"$473,065"
"White House/Morgan, Matthew",2,Barnes & Thornburg LLP (law firm),N/A,,Bonus,"$83,000"
"White House/Morgan, Matthew",3,Vanguard Target Retirement 2040 Fund,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"White House/Munisteri, Stephen P",1,UBS - IRA,No,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"White House/Munisteri, Stephen P",1.1,First Energy,No,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"White House/Munisteri, Stephen P",1.2,Bristol-Myers Squibb,No,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Munisteri, Stephen P",2,"Rand Paul for President, Inc.",No,,Monthly Salary,"$8,000"
"White House/Munisteri, Stephen P",3,Republican National Committee,No,,Monthly Salary,"$12,500"
"White House/Munisteri, Stephen P",4,Munisteri Exploration Inc.,No,"$50,001 - $100,000",Rent or Royalties,"$50,001 - $100,000"
"White House/Munisteri, Stephen P",4.1,BP Carl #1 sidetrack interest oil well,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.2,BP Cats Back oil well,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.3,BP Cat's back #2 oil well,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.4,BP Cheyenne Oil Well,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.5,BP Country Boy #1 Oil Well,No,"$15,001 - $50,000",Rent or Royalties,"$5,001 - $15,000"
"White House/Munisteri, Stephen P",4.6,BP Country Boy #2,No,"$1,001 - $15,000",Rent or Royalties,"$1,001 - $2,500"
"White House/Munisteri, Stephen P",4.7,BP Dang Me,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.8,field ranch#1,No,"$1,001 - $15,000",Rent or Royalties,"$2,501 - $5,000"
"White House/Munisteri, Stephen P",4.9,Field Ranch #3,No,"$1,001 - $15,000",Rent or Royalties,"$1,001 - $2,500"
"White House/Munisteri, Stephen P",4.10,San Salvador,No,"$1,001 - $15,000",Rent or Royalties,"$1,001 - $2,500"
"White House/Munisteri, Stephen P",4.11,Blackstone Get Ryythm #1,No,"$1,001 - $15,000",Rent or Royalties,"$1,001 - $2,500"
"White House/Munisteri, Stephen P",4.12,West Get Rhythm,No,"None (or less than $1,001)",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.13,Primavera Get Rhythm,No,"None (or less than $1,001)",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.14,BP Good #1,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.15,BP Good #2,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.16,BP Honky Tonkin #1,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.17,Honkin Tonkin #2,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.18,BP JR #1,No,"$1,001 - $15,000",Rent or Royalties,"$5,001 - $15,000"
"White House/Munisteri, Stephen P",4.19,Rhino#1,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.20,Bintliff#1,No,"$15,001 - $50,000",Rent or Royalties,"$5,001 - $15,000"
"White House/Munisteri, Stephen P",4.21,Simple Man #1,No,"$1,001 - $15,000",Rent or Royalties,"$201 - $1,000"
"White House/Munisteri, Stephen P",4.22,BP Sittin on go#1,No,"$15,001 - $50,000",Rent or Royalties,"$5,001 - $15,000"
"White House/Munisteri, Stephen P",4.23,BP Sittin on Go #2,No,"$1,001 - $15,000",Rent or Royalties,"$1,001 - $2,500"
"White House/Munisteri, Stephen P",4.24,Sittin on go#3 - munisteri,No,"$1,001 - $15,000",Rent or Royalties,"$2,501 - $5,000"
"White House/Munisteri, Stephen P",4.25,Sittin on Go#4,No,"$15,001 - $50,000",Rent or Royalties,"$5,001 - $15,000"
"White House/Munisteri, Stephen P",4.26,Hampton oil well,No,"$1,001 - $15,000",Rent or Royalties,"$1,001 - $2,500"
"White House/Munisteri, Stephen P",5,"Munisteri Properties, Inc.",No,"$250,001 - $500,000",Rent or Royalties,"$5,001 - $15,000"
"White House/Munisteri, Stephen P",5.1,"Richmond Affiliates commercial real estate investment property (Houston, TX)",No,"$250,001 - $500,000",Rent or Royalties,"$50,001 - $100,000"
"White House/Munisteri, Stephen P",5.2,"1488 Woodlands Ltd commercial real estate property (Conroe, TX)",No,"$50,001 - $100,000",Rent or Royalties,None (or less than $201)
"White House/Munisteri, Stephen P",6,"3600 Southwest Freeway (Commercial property interest in Houston, TX)",No,"$100,001 - $250,000",Rent or Royalties,"$5,001 - $15,000"
"White House/Navarro, Peter",1,University of California-Irvine,No,,Salary/Bonus,"$240,000"
"White House/Navarro, Peter",2,SEP Retirement Plan (the underlying asset is a cash equivalent fund),No,"$1,001 - $15,000",,None (or less than $201)
"White House/Navarro, Peter",3,University Defined Contribution Plan Fidelity Account (403(b))  (the underlying asset is a cash equivalent Fidelity fund),No,"$100,001 - $250,000",,None (or less than $201)
"White House/Navarro, Peter",4,"University of California, Defined Benefit Pension Plan (value not readily ascertainable): eligible for monthly payments in April 2017",No,,,"$120,000"
"White House/Navarro, Peter",5,"""Well-Timed Strategy"" John Wiley & Sons (value not readily ascertainable)",No,,Rent or Royalties,"$201 - $1,000"
"White House/Navarro, Peter",6,"""Power of Economics"" Recorded Books (value not readily ascertainable)",No,,Rent or Royalties,"$201 - $1,000"
"White House/Navarro, Peter",7,"""Death By China Video"" Amazon (value not readily ascertainable)",No,,Rent or Royalties,"$201 - $1,000"
"White House/Navarro, Peter",8,"""Crouching Tiger"" Prometheus (value not readily ascertainable)",No,,Rent or Royalties,"$5,001 - $15,000"
"White House/Navarro, Peter",9,"""Death By China"" Pearson (value not readily ascertainable)",No,,Rent or Royalties,"$201 - $1,000"
"White House/Nevins, Kristan K",1,SBD Advisors,N/A,,Salary/Bonus,"$207,500"
"White House/Nevins, Kristan K",2,Individual Retirement Account,No,,,
"White House/Nevins, Kristan K",2.1,RBC Bank Deposit,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",2.2,McDonalds Corp (MCD),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.3,Coca-Cola Co (KO),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.4,Philip Morris International (PM),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.5,Procter & Gamble (PG),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.6,Exxon Mobil (XOM),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.7,Spectra Energy Corp (SE),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.8,US Bancorp Del (USB),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.9,Toronto-Dominion Bank (TD),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.10,Johnson & Johnson (JNJ),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.11,United Health Group (UNH),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",2.12,Medtronic PLC (MDT),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.13,3M Co (MMM),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.14,General Electric Co (GE),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.15,United Parcel Service Inc B (UPS),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.16,Apple Inc. (AAPL),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.17,Automatic Data Processing Inc (ADP),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.18,QUALCOMM Inc (QCOM),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.19,Dow Chemical Company (DOW),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.20,AT&T Inc (T),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",2.21,Nextera Energy Inc (NEE),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3,TransAmerica 401(k),No,,,
"White House/Nevins, Kristan K",3.1,TA Vanguard Instl Trg Re 2045,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Niceta, Anna C",1,Traditional IRA,N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Niceta, Anna C",2,401(k) -- Design Cuisine,No,,,None (or less than $201)
"White House/Niceta, Anna C",2.1,T. Rowe Price Dividend Growth (PRDGX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Niceta, Anna C",2.2,Vanguard Windsor™ II Inv (VWNFX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Niceta, Anna C",2.3,Vanguard Mid Cap Index Investor (VIMSX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Niceta, Anna C",2.4,American Funds American Balanced R5 (RLBFX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Niceta, Anna C",2.5,Vanguard Total Bond Market Index Inv (VBMFX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Niceta, Anna C",2.6,American Funds Europacific Growth R5 (RERFX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Niceta, Anna C",2.7,Vanguard Small Cap Index Inv (NAESX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Niceta, Anna C",3,Design Cuisine,N/A,,Salary,"$175,166"
"White House/O'Hara, Joan",1,Wellesley College 403(b) Retirement,No,,,
"White House/O'Hara, Joan",1.1,CREF Growth R2,Yes,"$1,001 - $15,000",,
"White House/O'Hara, Joan",1.2,CREF Equity Index R2,Yes,"$1,001 - $15,000",,
"White House/O'Hara, Joan",1.3,CREF Global Equities R2,Yes,"$1,001 - $15,000",,
"White House/O'Hara, Joan",1.4,TIAA Real Estate,Yes,"$1,001 - $15,000",,
"White House/O'Hara, Joan",1.5,CREF Stock R2,Yes,"$1,001 - $15,000",,
"White House/O'Hara, Joan",2,University of San Diego Defined Contribution Plan,No,,,
"White House/O'Hara, Joan",2.1,CREF Stock R2,Yes,"$15,001 - $50,000",,
"White House/O'Hara, Joan",2.2,CREF Equity Index R2,Yes,"$1,001 - $15,000",,
"White House/O'Hara, Joan",2.3,CREF Bond Market R2,Yes,"$1,001 - $15,000",,
"White House/O'Hara, Joan",2.4,CREF Social Choice R2,Yes,"$1,001 - $15,000",,
"White House/O'Hara, Joan",2.5,CREF Inf-Linked Bond,Yes,"$1,001 - $15,000",,
"White House/Olmem, Andrew",1,Venable (law firm),N/A,,Partnership Share,"$574,653"
"White House/Olmem, Andrew",2,Venable (law firm),N/A,,Salary/Bonus,"$509,420"
"White House/Olmem, Andrew",3,Charles Schwab 401(K),No,,,
"White House/Olmem, Andrew",3.1,Vanguard Institutional Index I,Yes,"$50,001 - $100,000",,
"White House/Olmem, Andrew",3.2,Vanguard Extended Market Index Admiral,Yes,"$15,001 - $50,000",,
"White House/Olmem, Andrew",3.3,Vanguard Mid Cap Growth,Yes,"$15,001 - $50,000",,
"White House/Olmem, Andrew",3.4,Wells Fargo Emerging Growth Inst,Yes,"$15,001 - $50,000",,
"White House/Olmem, Andrew",3.5,Vanguard Global Equity Inv.,Yes,"$15,001 - $50,000",,
"White House/Olmem, Andrew",3.6,Federated Government Obligations Inst.,Yes,"None (or less than $1,001)",,
"White House/Olmem, Andrew",4,Crossroads Grassroots Policy,N/A,,Consulting Fees,"$40,000"
"White House/Olmem, Andrew",5,American Enterprise Institute,N/A,,Panelist Stipend (Donated to AEI),$500
"White House/Olmem, Andrew",6,IRA -- US Brokerage,No,,,
"White House/Olmem, Andrew",6.1,SPDR Dow Jones Industrial Average ETF - IRA,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Olmem, Andrew",6.2,iShares S&P 500 Index - IRA,Yes,"$1,001 - $15,000",,
"White House/Olmem, Andrew",6.3,Bank of America Corp - Common Stock - IRA,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$201 - $1,000"
"White House/Olmem, Andrew",6.4,The Toro Company  - IRA,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$5,001 - $15,000"
"White House/Olmem, Andrew",6.5,cash account -- IRA,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Olmem, Andrew",7,Roth IRA -- US Brokerage,No,,,
"White House/Olmem, Andrew",7.1,SPDR Dow Jones Industrial Average ETF - Roth IRA,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Olmem, Andrew",7.2,iShares Russell 2000 Index - Roth IRA,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Olmem, Andrew",7.3,"PowerShares QQQ Trust, Series 1 - Roth IRA",Yes,,,None (or less than $201)
"White House/Olmem, Andrew",7.4,cash account - Roth IRA,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Paoletta, Mark",1,"MP Strategies LLC (e.g., media projects - articles, websites, and documentary)",N/A,,Fees for work billed,"$209,948"
"White House/Paoletta, Mark",2,DLA Piper LLP (law firm),N/A,,Partnership distribution,"$275,410"
"White House/Paoletta, Mark",3,DLA Piper LLP (law firm),N/A,,Bonus,"$100,000"
"White House/Paoletta, Mark",4,DLA Piper LLP (law firm),N/A,,Fees for work billed as Of Counsel,"$11,650"
"White House/Paoletta, Mark",5,Vanguard Target Retirement Income Inv Fund,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"White House/Paoletta, Mark",6,Vanguard Target Retirement Fund 2025,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Paoletta, Mark",7,Schwab Managed Retirement Trust Fund 2030,Yes,"$250,001 - $500,000",,"$1,001 - $2,500"
"White House/Paoletta, Mark",8,Judicial Education Project,N/A,,Fees for work billed,"$84,000"
"White House/Passantino, Stefan",1,"Dentons US, LLP (law firm)",N/A,,Partnership Share,"$594,880"
"White House/Passantino, Stefan",2,Metropolitan West Total Return Bond I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Passantino, Stefan",3,Wells Fargo Stable Return Fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Passantino, Stefan",4,American Funds American Balanced R5,Yes,"$250,001 - $500,000",,"$15,001 - $50,000"
"White House/Passantino, Stefan",5,T. Rowe Price Retirement 2030 Active,Yes,"$100,001 - $250,000",,"$15,001 - $50,000"
"White House/Passantino, Stefan",6,T. Rowe Price Retirement 2040 Active,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"White House/Passantino, Stefan",7,Artisan Mid Cap Growth,Yes,"$100,001 - $250,000",,"$15,001 - $50,000"
"White House/Passantino, Stefan",8,Artisan Mid Cap Value Investor,Yes,"$100,001 - $250,000",,"$15,001 - $50,000"
"White House/Passantino, Stefan",9,Columbia Trust Contrarian Core I,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"White House/Passantino, Stefan",10,Vanguard PRIMECAP Adm,Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"White House/Passantino, Stefan",11,Vanguard 500 Index Admiral,Yes,"$500,001 - $1,000,000",,"$50,001 - $100,000"
"White House/Passantino, Stefan",12,American Funds EuroPacific Growth,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Passantino, Stefan",13,"Dentons US, LLP (law firm)",N/A,,2016 bonus and salary for 1/1/17 - 1/19/17,"$59,644"
"White House/Passantino, Stefan",14,"Dentons US, LLP, capital account",N/A,"$250,001 - $500,000",,None (or less than $201)
"White House/Pavlik, Jennifer",1,State of Indiana Governor's Office,N/A,,Salary,"$110,000"
"White House/Pavlik, Jennifer",2,"Donald J. Trump for President, Inc",N/A,,Salary,"$96,000"
"White House/Pavlik, Jennifer",3,Trump for America,N/A,,Salary,"$172,000"
"White House/Pavlik, Jennifer",4,Deferred Compensation Plan - State Government IN - Indiana 2040 Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",1,First Allied Roth IRA - Pershing Prime Reserves,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",2,First Allied Roth IRA - Growth Fund of America,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",3,First Allied Roth IRA - Janus Global Life Science Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",4,First Allied Roth IRA - Janus Global Select Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",5,First Allied Roth IRA - Oppenheimer Developing Markets,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Pitcock, Joshua",6,First Allied Roth IRA - T Rowe Price Emerging Markets,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Pitcock, Joshua",7,First Allied Roth IRA - Proshares TR Hedged FTSE Japan ETF,Yes,"$1,001 - $15,000",,"$2,501 - $5,000"
