file,#,description,eif,value,income-type,income-amount
"White House/Liddell, Chris",148.443,Carnival Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.444,Pioneer Natural Resources,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.445,"Manhattan Associates, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.446,"Intuitive Surgical, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.447,Vector Group LTD,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.448,Praxair Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.449,Ford Motor Co,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.45,Procter & Gamble,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.451,Constellation Brands Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.452,Amdocs Ltd,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.453,T Rowe Price Group Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.454,Bank Hawaii Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.455,3M Co,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.456,Noble Energy Inc,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.457,Yum! Brands Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.458,"Computer Programs and Systems, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,None (or less than $201)
"White House/Liddell, Chris",148.459,"Netflix, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.46,"Skyworks Solutions, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.461,Nabors Industries Ltd,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.462,MGE Energy Inc. - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.463,Cimarex Energy Co,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.464,US Bancorp,N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.465,"Seattle Genetics, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.466,Raytheon Co,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.467,Alliance Data Systems Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.468,Proassurance Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.469,Rockwell Collins,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.47,BioMarin Pharmaceutical Inc. - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.471,"Zimmer Biomet Holdings, Inc",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.472,Bunge Limited,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.473,Joy Global Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.474,Agree Realty Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.475,AmerisourceBergen Corp,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.476,Arch Cap Group LTD,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.477,Chevron Corp,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.478,Principal Financial Group,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.479,Advanced Auto Parts Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.48,Acuity Brands Inc,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.481,Prudential Financial Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.482,Marathon Oil Corp,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.483,Tyler Technologies Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.484,Salesforce.com Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.485,Regions Financial Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.486,Dominos Pizza Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.487,Belden Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.488,"Blackbaud, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.489,Reynolds American Inc,N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.49,Allete Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.491,Digital Realty Trust Inc,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.492,Northwestern Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.493,"Rush Enterprises, Inc. - Class A Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.494,Equity Lifestyle PPTYS Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.495,Las Vegas Sands Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.496,Herbalife LTD,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.497,FBL Financial Group Inc-Cl A,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.498,PHH Corp,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.499,Prosperity Bancshares Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.5,Celanese Corp-Ser A,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.501,Franklin Str PPTYS Corp,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.502,Consolidated Communications,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.503,CF Industries Holdings,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.504,Ameriprise Financial Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.505,Covanta Holding Corp,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.506,"DexCom, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.507,C H Robinson Worldwide Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.508,"Nuance Communications, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.509,Southern Copper Corp,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.51,AT&T Inc,N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.511,Hanover Insurance,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.512,CBS Corp B,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.513,Viacom Inc. - Class B Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.514,Chipotle Mexican Grill Inc. - Cl A,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.515,CA Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.516,Fidelity National Information,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.517,Portland General Electric Co,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.518,Liberty Interactive Corp QVC Group A,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.519,Mastercard Inc,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.52,Wyndham Worldwide Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.521,Evercore Partners Inc- Cl A,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.522,Owens Corning Inc,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.523,Spectra Energy Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.524,The Travelers Companies Inc,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.525,UDR Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.526,Broadridge Financial Solutions Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.527,People's United Financial Inc,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.528,Delta Air Lines,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.529,TFS Financial Corporation - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Liddell, Chris",148.53,Insulet Corporation - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.531,B&G Foods Inc-Cl A,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.532,Macy's Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.533,Discover Financial Services,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.534,CME Group Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.535,Validus Holdings LTD,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.536,lululemon athletica inc. - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.537,Wabco Holdings Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.538,Concho Resources Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.539,HCP Inc,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.54,"athenahealth, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Liddell, Chris",148.541,Teradata Corp,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.542,Invesco Ltd,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.543,Triple-S Management Corp-B,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.544,Echostar Corp,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.545,DISH Network Corporation - Class A Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.546,Calpine Corp,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.547,Dollar Tree Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.548,Visa Inc,N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.549,Philip Morris International,N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.55,Hill-Rom Holdings Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.551,Dr Pepper Snapple Group,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.552,American Water Works Co Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.553,"Activision Blizzard, Inc - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.554,Frontier Communications Corp,N/A,"None (or less than $1,001)",Capital Gains,None (or less than $201)
"White House/Liddell, Chris",148.555,"Discovery Communications, Inc. - Series C Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.556,Mednax Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.557,EQT Corporation,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.558,Mead Johnson Nutrition Co,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.559,Time Warner Inc,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.56,"LogMein, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.561,American International Group,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.562,Accenture plc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.563,Merck & Co Inc,N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.564,Berkshire Hathaway B,N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.565,Piedmont Office Realty Trust A,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.566,"US Ecology, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.567,Chatham Lodging Trust,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.568,Retail Opportunity Investments Corp. - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.569,E*TRADE Financial Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.57,NextEra Energy Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.571,"Tesla Motors, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.572,QEP Resources,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.573,Whitestone REIT-B,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.574,United Continental Holdings Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.575,LyondellBasell Industries N.V.,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.576,General Motors Company,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.577,Allied World Assurance Co,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.578,Motorola Solutions Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.579,O'Reilly Automotive Inc,N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.58,"Financial Institutions, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.581,Kinder Morgan Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.582,Insperity Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.583,H C A Holdings Inc,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.584,"Cornerstone OnDemand, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.585,Huntington Ingalls Ingalls Industries,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.586,Citigroup Inc,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.587,ProLogis Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.588,Marathon Petroleum Corp.,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.589,Hollyfrontier Corp,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.59,Fortune Brands Home & Security Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.591,Alkermes plc - Ordinary Shares,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.592,CBRE Group Inc.,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.593,Level 3 Communications Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.594,TripAdvisor Inc.,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.595,"Expedia, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.596,American Tower Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.597,Jazz Pharmaceuticals plc - Ordinary Shares,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.598,Post Holdings Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.599,Select Income REIT,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.6,Aon plc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.601,Express Scripts Holding Co.,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.602,Phillips 66,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.603,Splunk Inc. - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.604,"Facebook, Inc. - Class A Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",148.605,"Popular, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.606,Ingredion Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.607,LPL Financial Holdings Inc. - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.608,Duke Energy Corp,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.609,Palo Alto Networks Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.61,Mondelez International Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.611,Workday Inc-Cl A,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.612,Whitewave Foods Co-A,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.613,AbbVie Inc.,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.614,Norwegian Cruise Line Holdings Ltd. - Ordinary Shares,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.615,PTC Inc. - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.616,Zoetis Inc,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.617,L Brands Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.618,T-Mobile US Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.619,Coty Inc-Cl A,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.62,News Corp - Class A,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.621,"Twenty-First Century Fox, Inc",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.622,Intercontinental Exchange Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.623,Aramark,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.624,EarthLink Holdings Corp. - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$201 - $1,000"
"White House/Liddell, Chris",148.625,"Popeyes Louisiana Kitchen, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.626,Navient Corporation - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.627,FNF Group,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.628,The GEO Group Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.629,Synchrony Financial,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.63,Keysight Technologies Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.631,Education Realty Trust Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.632,Anthem Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.633,Crown Castle Intl Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.634,Healthcare Trust of AME - Cl A,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.635,Walgreens Boots Alliance Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.636,Q O R V O Inc,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.637,Iron Mountain Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.638,Medtronic Inc,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.639,"Equinix, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.64,Xenia Hotels & Resorts Inc,N/A,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
"White House/Liddell, Chris",148.641,Chimera Investment Corp,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.642,Apple Hospitality REIT Inc,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.643,Allergan plc,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.644,Monster Beverage Corp,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.645,Energizer Holdings Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.646,Progressive Corp,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.647,Public Services Enterprise Group,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.648,Public Storage,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.649,Pulte Group Inc,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.65,Wal-Mart Stores,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.651,QUALCOMM Incorporated - Common Stock,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"White House/Liddell, Chris",148.652,Whole Foods Market Inc,N/A,"None (or less than $1,001)",Capital Gains,"$5,001 - $15,000"
"White House/Liddell, Chris",148.653,Waste Management Inc,N/A,"None (or less than $1,001)",Capital Gains,"$50,001 - $100,000"
"White House/Liddell, Chris",148.654,Range Resources Corp,N/A,"None (or less than $1,001)",Capital Gains,"$1,001 - $2,500"
"White House/Liddell, Chris",148.655,"Regeneron Pharmaceuticals, Inc. - Common Stock",N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
